SalesOrderID,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate
53480,47609,36E1-4FCF-B4,2,808,1,26.724,0,53.448,D5DAA21A-E83C-40FB-8F16-B15A4BF99D95,00:00.0
53480,47610,36E1-4FCF-B4,2,877,1,4.77,0,9.54,1BD2F101-D45A-4FCD-AB78-DD395FB714A2,00:00.0
53480,47611,36E1-4FCF-B4,14,864,2,36.83,0.02,505.3076,D7BDC1CA-5DB3-40D6-97C6-AA17CE2B0621,00:00.0
53480,47612,36E1-4FCF-B4,2,784,1,1376.994,0,2753.988,F92D15A1-D88A-40E8-A07A-09231988C3FC,00:00.0
53480,47613,36E1-4FCF-B4,3,982,1,461.694,0,1385.082,9A9856E2-52C5-42DA-A94A-F5F4B43A9082,00:00.0
53480,47614,36E1-4FCF-B4,16,867,3,38.4945,0.05,585.1164,533A1236-C2FD-4DC7-9276-48396420220F,00:00.0
53480,47615,36E1-4FCF-B4,3,993,1,323.994,0,971.982,69287E81-D035-43E5-B3AB-1DF5A7E10BC3,00:00.0
53480,47616,36E1-4FCF-B4,1,920,1,158.43,0,158.43,CB888AEF-5F1D-4817-A5BF-1F222253EA92,00:00.0
53480,47617,36E1-4FCF-B4,3,883,1,32.394,0,97.182,0AFE8489-7590-4F50-A174-7A52EDDFB0F8,00:00.0
53480,47618,36E1-4FCF-B4,2,743,1,809.76,0,1619.52,947DFACD-EF95-4713-AFBE-D6BE1BFCD027,00:00.0
53480,47619,36E1-4FCF-B4,2,987,1,338.994,0,677.988,048B2F11-8534-4CFA-AE79-4C2D64770D9B,00:00.0
53480,47620,36E1-4FCF-B4,2,876,1,72,0,144,DDBECDD8-54D1-4311-B186-769F8243C692,00:00.0
53480,47621,36E1-4FCF-B4,2,918,1,158.43,0,316.86,6A245B60-2CEA-4667-87D3-83CA16B5C977,00:00.0
53480,47622,36E1-4FCF-B4,1,983,1,461.694,0,461.694,F10E5040-AEA3-424E-B660-D65C8BFE760D,00:00.0
53480,47623,36E1-4FCF-B4,4,783,1,1376.994,0,5507.976,5B655EC7-0967-4ADD-AEDB-9A6CF43B7868,00:00.0
53480,47624,36E1-4FCF-B4,2,926,1,149.874,0,299.748,89A36307-1C0F-4F45-9B8F-A88FA2313276,00:00.0
53480,47625,36E1-4FCF-B4,6,865,1,38.1,0,228.6,CD55F910-340C-4AE8-B086-2A04A98BD095,00:00.0
53480,47626,36E1-4FCF-B4,1,908,1,16.272,0,16.272,6AEEF7F1-6BB0-4302-A5DA-B0BBA7266625,00:00.0
53480,47627,36E1-4FCF-B4,3,909,1,23.484,0,70.452,D4A1F086-A8FD-4BE3-8EB6-6B9365631BAA,00:00.0
53480,47628,36E1-4FCF-B4,1,992,1,323.994,0,323.994,FB143DEC-FF60-4955-938E-887CA87CE3A8,00:00.0
53480,47629,36E1-4FCF-B4,3,780,1,1391.994,0,4175.982,48C22B69-A6D9-490D-9FBE-D9100D501CFC,00:00.0
53480,47630,36E1-4FCF-B4,3,936,1,37.254,0,111.762,795D8EC6-D5D8-4C38-8D0E-09C1E9C13CA1,00:00.0
53480,47631,36E1-4FCF-B4,8,712,1,5.394,0,43.152,5A15FB47-FA88-4BFA-9EA8-D12EBF903589,00:00.0
53480,47632,36E1-4FCF-B4,5,715,1,29.994,0,149.97,75973B1F-0B45-4A9E-85EA-6D0DA8CB177B,00:00.0
53480,47633,36E1-4FCF-B4,10,884,1,32.394,0,323.94,96D21150-6859-4AA2-9250-9449C978B032,00:00.0
53481,47634,4F63-4DE7-BB,1,860,1,14.694,0,14.694,D4486306-FED6-4F2A-A667-EA4C34305313,00:00.0
53481,47635,4F63-4DE7-BB,1,946,1,27.654,0,27.654,61A9E7E2-B632-47DC-96CB-39F339C675DA,00:00.0
53481,47636,4F63-4DE7-BB,1,886,1,200.052,0,200.052,4806663A-95E8-4D45-85F4-2FE89B8F377E,00:00.0
53482,47637,DC41-428D-B7,2,988,1,338.994,0,677.988,B423239D-32F1-49FB-B177-2FB332224498,00:00.0
53482,47638,DC41-428D-B7,8,869,1,41.994,0,335.952,708ED9EF-C9F7-4C53-9181-F9E56A247CC0,00:00.0
53482,47639,DC41-428D-B7,1,980,1,461.694,0,461.694,E656E4D0-14B0-4AFB-8D4F-8CEDB18C831F,00:00.0
53483,47640,A0BE-40E0-81,2,886,1,200.052,0,400.104,82208C24-9518-4534-8CFC-2E90FE9DC294,00:00.0
53483,47641,A0BE-40E0-81,6,708,1,20.994,0,125.964,D186041A-349E-4FB2-939C-99558447DA02,00:00.0
53483,47642,A0BE-40E0-81,2,941,1,48.594,0,97.188,DF9A1369-F465-46F1-96C5-EB2743B1A7CF,00:00.0
53483,47643,A0BE-40E0-81,2,896,1,200.052,0,400.104,E4FB6B30-FD3C-49C0-A761-8B1F666B82D8,00:00.0
53483,47644,A0BE-40E0-81,3,891,1,602.346,0,1807.038,279E0406-8071-4021-8C55-43CBBDD37C9C,00:00.0
53483,47645,A0BE-40E0-81,9,953,1,728.91,0,6560.19,34129C83-33D9-4C7D-842A-9FB73B29A334,00:00.0
53483,47646,A0BE-40E0-81,15,870,3,2.7445,0.05,39.109125,208CDA55-5B39-4FF6-B5E0-CDC33075ECA9,00:00.0
53483,47647,A0BE-40E0-81,21,876,3,66,0.05,1316.7,C0626C3B-75DE-44FE-95EE-83679B2A3BDF,00:00.0
53483,47648,A0BE-40E0-81,10,884,1,32.394,0,323.94,2289FB55-6554-4855-B4E5-145F83D358D6,00:00.0
53483,47649,A0BE-40E0-81,3,958,13,334.0575,0.15,851.846625,C089776C-37C4-47E2-9A0B-3C4D65674BA0,00:00.0
53483,47650,A0BE-40E0-81,2,895,1,200.052,0,400.104,7A78224A-BDA6-4011-A70C-2682FBB5CA40,00:00.0
53483,47651,A0BE-40E0-81,2,893,1,602.346,0,1204.692,76CDCA53-9688-49EF-927D-F389E2C01B7D,00:00.0
53483,47652,A0BE-40E0-81,6,979,13,334.0575,0.15,1703.69325,A781FC8F-7A2B-4E7C-936B-76C3221AA393,00:00.0
53483,47653,A0BE-40E0-81,10,873,1,1.374,0,13.74,133CB1C1-5B4B-40A7-AE35-1E5D104EF3A6,00:00.0
53483,47654,A0BE-40E0-81,16,883,3,29.6945,0.05,451.3564,BA65FF57-BBD4-4FC1-BB83-69E5992850F7,00:00.0
53483,47655,A0BE-40E0-81,4,900,1,200.052,0,800.208,3811752C-2944-417E-BCF9-247EABBAC85F,00:00.0
53483,47656,A0BE-40E0-81,12,858,2,14.2042,0.02,167.041392,6F86B4B8-2015-4592-A692-23A4817D636D,00:00.0
53483,47657,A0BE-40E0-81,3,890,1,602.346,0,1807.038,A40EDFD4-814A-4F5E-B821-25B066E7133E,00:00.0
53483,47658,A0BE-40E0-81,4,881,1,32.394,0,129.576,0E4E02CC-3E31-42D9-BEF9-4D5DF458273B,00:00.0
53483,47659,A0BE-40E0-81,6,859,1,14.694,0,88.164,D28CAAF1-0CD5-4A1B-B865-B50551800390,00:00.0
53483,47660,A0BE-40E0-81,6,899,1,200.052,0,1200.312,96800487-8A4D-4DD8-AE4B-D7026A44EFC7,00:00.0
53483,47661,A0BE-40E0-81,7,877,1,4.77,0,33.39,1BA1874C-30CF-448D-A4EE-145F7D5513D9,00:00.0
53483,47662,A0BE-40E0-81,10,969,1,1430.442,0,14304.42,7E1189AC-B980-4A3D-A154-352D1FEEB7DE,00:00.0
53483,47663,A0BE-40E0-81,2,967,1,1430.442,0,2860.884,86F3CA92-1545-4DD5-97C1-5BC2C6828D4E,00:00.0
53483,47664,A0BE-40E0-81,2,965,13,334.0575,0.15,567.89775,E5CE08EE-961B-4F0B-83F9-2209486FAE8B,00:00.0
53483,47665,A0BE-40E0-81,1,970,1,728.91,0,728.91,F9A4A1F9-2556-4E05-BD9D-D2020AD2E072,00:00.0
53483,47666,A0BE-40E0-81,11,712,2,5.2142,0.02,56.209076,1C959564-7E67-4AA9-94BA-21E13BBF77D5,00:00.0
53483,47667,A0BE-40E0-81,3,892,1,602.346,0,1807.038,47697937-A6A2-4155-8524-19D478FDB30D,00:00.0
53483,47668,A0BE-40E0-81,4,889,1,602.346,0,2409.384,6F052908-9615-4F6E-A53F-D95B75279D3A,00:00.0
53483,47669,A0BE-40E0-81,15,864,3,34.925,0.05,497.68125,738C01AB-AD70-4685-B1FA-AC603275A217,00:00.0
53483,47670,A0BE-40E0-81,11,716,2,28.9942,0.02,312.557476,5057584A-1235-4957-BAC3-FC3615767F43,00:00.0
53483,47671,A0BE-40E0-81,2,885,1,602.346,0,1204.692,F9DA6D0B-F2D9-4B38-8892-037DDF5E70BA,00:00.0
53483,47672,A0BE-40E0-81,2,954,14,953.628,0.2,1525.8048,E007A843-9FD0-4039-B6D5-FECA3F217D63,00:00.0
53483,47673,A0BE-40E0-81,6,711,1,20.994,0,125.964,67ED453A-D6DB-485A-982F-7DCE6C95657D,00:00.0
53483,47674,A0BE-40E0-81,1,946,1,27.654,0,27.654,7C9A4151-3ACE-4A02-9449-6A434FEAE50E,00:00.0
53483,47675,A0BE-40E0-81,4,860,1,14.694,0,58.776,C612019E-5900-4459-96C7-8CDDC933709C,00:00.0
53483,47676,A0BE-40E0-81,12,714,2,28.9942,0.02,340.971792,140D28E3-C1EB-4F43-A537-19BAFFC373DA,00:00.0
53483,47677,A0BE-40E0-81,4,961,13,334.0575,0.15,1135.7955,954B2B3F-4E90-46F3-87CC-70BAD69E6E00,00:00.0
53483,47678,A0BE-40E0-81,12,715,2,28.9942,0.02,340.971792,FF370F0A-BC53-4366-90A1-76DD9213B9C6,00:00.0
53483,47679,A0BE-40E0-81,14,707,2,20.2942,0.02,278.436424,CC1A7E57-D222-4791-BB77-FBE51780519A,00:00.0
53483,47680,A0BE-40E0-81,2,959,13,334.0575,0.15,567.89775,A05EA341-88E1-45E3-8E61-EB60FD6243B5,00:00.0
53483,47681,A0BE-40E0-81,8,966,1,1430.442,0,11443.536,2B865CA5-28F8-4515-B0ED-9AEF84956C36,00:00.0
53483,47682,A0BE-40E0-81,4,865,1,38.1,0,152.4,EB0438ED-6DE9-4A99-B041-BEAB56A02398,00:00.0
53483,47683,A0BE-40E0-81,12,880,2,31.8942,0.02,375.075792,421CE2BD-316C-402A-A911-B2B762F21BFD,00:00.0
53484,47684,CEC0-499D-80,25,867,4,34.995,0.1,787.3875,A7DC67FE-661B-4BD5-AF2E-420114D9320C,00:00.0
53484,47685,CEC0-499D-80,5,783,1,1376.994,0,6884.97,DCCE5D4D-2C7D-4034-BFDE-D4E9A9F9AD40,00:00.0
53484,47686,CEC0-499D-80,3,784,1,1376.994,0,4130.982,4C25F763-ABC7-461D-A154-CA2C130FEC80,00:00.0
53484,47687,CEC0-499D-80,4,909,1,23.484,0,93.936,32B452CA-DAFF-46A7-BAE8-8484919EEAF0,00:00.0
53484,47688,CEC0-499D-80,4,937,1,48.594,0,194.376,6E47FF01-EC05-4CFC-955C-7516B5B7E518,00:00.0
53484,47689,CEC0-499D-80,2,981,1,461.694,0,923.388,B142568E-15CD-4920-A566-B591356D05F1,00:00.0
53484,47690,CEC0-499D-80,2,920,1,158.43,0,316.86,3A20E8C9-A160-4ACF-BE93-D47E5B7CDC08,00:00.0
53484,47691,CEC0-499D-80,2,782,1,1376.994,0,2753.988,97D1088A-2F2C-44DB-90DD-0C863EA2B6AB,00:00.0
53484,47692,CEC0-499D-80,2,980,1,461.694,0,923.388,F2D86B4F-D009-47D9-B142-3D659ADAAF4D,00:00.0
53484,47693,CEC0-499D-80,2,944,1,158.43,0,316.86,25AE59C4-98A7-4C3B-A294-8F570EC24254,00:00.0
53484,47694,CEC0-499D-80,8,869,1,41.994,0,335.952,9CD7002B-A82C-4462-9A04-D436A08F155B,00:00.0
53484,47695,CEC0-499D-80,2,982,1,461.694,0,923.388,5570EE54-0AF3-4304-B3CA-FB6EF7590716,00:00.0
53484,47696,CEC0-499D-80,2,918,1,158.43,0,316.86,834BC964-B553-4F05-BAF8-D70F5DE0AFFD,00:00.0
53484,47697,CEC0-499D-80,1,910,1,31.584,0,31.584,55E1557F-28AC-4ECB-AD7F-F785B564F8FF,00:00.0
53484,47698,CEC0-499D-80,2,917,1,158.43,0,316.86,5EDEF142-1F75-49E7-A84F-E00B2722F650,00:00.0
53484,47699,CEC0-499D-80,2,925,1,149.874,0,299.748,870D12A2-AE2C-4417-952C-949D4651F291,00:00.0
53484,47700,CEC0-499D-80,1,748,1,818.7,0,818.7,99ABB272-9BA1-4A94-A67E-3CD61E6F1557,00:00.0
53484,47701,CEC0-499D-80,1,936,1,37.254,0,37.254,FCD00D78-90B2-4EA9-B174-DDA376920967,00:00.0
53484,47702,CEC0-499D-80,3,905,1,218.454,0,655.362,5DB2B094-FD52-45EA-84C5-F55F62272B6B,00:00.0
53484,47703,CEC0-499D-80,2,987,1,338.994,0,677.988,D8399411-EAAD-4AAA-8B51-B8AD107E10E4,00:00.0
53484,47704,CEC0-499D-80,1,868,1,41.994,0,41.994,F4557AFA-CAFD-4055-95A8-FDD64C1C1AD9,00:00.0
53484,47705,CEC0-499D-80,2,985,1,338.994,0,677.988,4AB5C8FC-D6A3-49ED-A45D-CEC0E0FC601B,00:00.0
53484,47706,CEC0-499D-80,2,983,1,461.694,0,923.388,B73E2E65-5040-47E6-B8CB-354976FE7EE6,00:00.0
53484,47707,CEC0-499D-80,3,935,1,24.294,0,72.882,A15C9EFE-E035-4087-8A1E-ED3EA3FFC5D5,00:00.0
53484,47708,CEC0-499D-80,3,991,1,323.994,0,971.982,9B2C5D7A-D78A-43D5-AB0D-C4E51DEEA290,00:00.0
53484,47709,CEC0-499D-80,4,906,1,218.454,0,873.816,49949624-909D-493A-B3AD-78EB303E01D5,00:00.0
53484,47710,CEC0-499D-80,2,924,1,149.874,0,299.748,F19DCA66-0457-47B5-A6E7-D23618EE951C,00:00.0
53484,47711,CEC0-499D-80,1,990,1,323.994,0,323.994,9F7EED5C-57A6-4D60-8801-42D634E111B5,00:00.0
53484,47712,CEC0-499D-80,1,739,1,818.7,0,818.7,0EF9A44B-41D7-4FD9-BD12-CA4DBCF8F77C,00:00.0
53484,47713,CEC0-499D-80,2,984,1,338.994,0,677.988,E446C5D5-81DD-4741-ABED-055D6333466F,00:00.0
53484,47714,CEC0-499D-80,3,810,1,72.162,0,216.486,ED3D52AC-DA96-4392-8ECE-521D14AF8416,00:00.0
53484,47715,CEC0-499D-80,2,926,1,149.874,0,299.748,CE56EEE4-9D09-4977-B465-F33027C3A1CF,00:00.0
53484,47716,CEC0-499D-80,1,809,1,37.152,0,37.152,8C3A9103-DFFC-48EF-BF9A-0EBCBD62F0A8,00:00.0
53485,47717,4356-47ED-8B,2,916,1,31.584,0,63.168,A5BBD257-725F-42EE-95BE-18ABB6CC0F97,00:00.0
53485,47718,4356-47ED-8B,1,978,13,334.0575,0.15,283.948875,EEF92D32-7E8B-414F-BE92-7D2D871021D6,00:00.0
53485,47719,4356-47ED-8B,4,707,1,20.994,0,83.976,09F567EC-EE8B-4038-BECC-07A24CFE3FAD,00:00.0
53485,47720,4356-47ED-8B,4,956,14,953.628,0.2,3051.6096,7DBDB009-A657-46BA-B6CD-F109836AD045,00:00.0
53485,47721,4356-47ED-8B,1,965,13,334.0575,0.15,283.948875,1E3D944E-4275-4E24-A126-A7D5BF0B2C0F,00:00.0
53485,47722,4356-47ED-8B,14,715,2,28.9942,0.02,397.800424,B78749B3-C0EC-49F3-98C9-85A988F321DA,00:00.0
53485,47723,4356-47ED-8B,2,969,1,1430.442,0,2860.884,17538307-830C-4A90-B99F-A65F22CCA36A,00:00.0
53485,47724,4356-47ED-8B,11,714,2,28.9942,0.02,312.557476,8BAD9C2B-9461-415A-9C84-1EC44A98E89C,00:00.0
53485,47725,4356-47ED-8B,2,994,1,32.394,0,64.788,FB9D4A92-A114-4D5E-943C-FC92D9E04432,00:00.0
53485,47726,4356-47ED-8B,2,955,14,953.628,0.2,1525.8048,DD4AD4A6-6153-4B8C-8918-A179B81EA077,00:00.0
53485,47727,4356-47ED-8B,5,960,13,334.0575,0.15,1419.744375,28514735-C254-4B62-93A0-D924D690031B,00:00.0
53485,47728,4356-47ED-8B,9,880,1,32.994,0,296.946,AC0EF647-9B1B-4260-91E1-F8A872AF6535,00:00.0
53485,47729,4356-47ED-8B,3,711,1,20.994,0,62.982,5A393F05-4131-4504-8B43-63195FF48191,00:00.0
53485,47730,4356-47ED-8B,2,894,1,72.876,0,145.752,47459116-A236-4D79-82D7-866D9C1634A7,00:00.0
53485,47731,4356-47ED-8B,1,896,1,200.052,0,200.052,C451E136-D537-4F78-BE47-2B11EDEC2007,00:00.0
53485,47732,4356-47ED-8B,12,859,2,14.2042,0.02,167.041392,5422A410-FD66-4814-B82A-1995B1ED3C7E,00:00.0
53485,47733,4356-47ED-8B,13,876,2,69.6,0.02,886.704,368B89FE-A483-4481-8414-B2A47C7B7774,00:00.0
53485,47734,4356-47ED-8B,3,941,1,48.594,0,145.782,6450535E-2ACD-4F79-ACB2-01AB6DCE76CA,00:00.0
53485,47735,4356-47ED-8B,4,979,13,334.0575,0.15,1135.7955,ED0C554D-A947-4AFC-AB6F-638B9CD006C9,00:00.0
53485,47736,4356-47ED-8B,22,864,3,34.925,0.05,729.9325,40B37D2F-EEA2-4F41-B31B-208281D3D719,00:00.0
53485,47737,4356-47ED-8B,6,972,1,728.91,0,4373.46,FC79A018-5EC5-4C6E-A178-6CF0D581FF38,00:00.0
53485,47738,4356-47ED-8B,4,958,13,334.0575,0.15,1135.7955,CDB0F938-8036-4CE8-AE2D-C4D0054A688C,00:00.0
53485,47739,4356-47ED-8B,2,914,1,16.272,0,32.544,CDE6D00E-AB11-4500-82C0-9CAE4F3ED372,00:00.0
53485,47740,4356-47ED-8B,2,961,13,334.0575,0.15,567.89775,8D93E3B2-3189-42EB-8F92-ECBBBF2740CD,00:00.0
53485,47741,4356-47ED-8B,4,971,1,728.91,0,2915.64,FA203F83-1252-4386-B542-3B445C0C8361,00:00.0
53485,47742,4356-47ED-8B,2,966,1,1430.442,0,2860.884,B3EA31F6-4D86-489D-8229-242E49DF1E04,00:00.0
53485,47743,4356-47ED-8B,4,953,1,728.91,0,2915.64,2A1C28F6-8DFB-454C-ADC0-E870B8559CB7,00:00.0
53485,47744,4356-47ED-8B,1,899,1,200.052,0,200.052,4F772BDB-F8DE-4459-9532-B178171A6DA7,00:00.0
53485,47745,4356-47ED-8B,10,708,1,20.994,0,209.94,45E871D1-1763-45E8-92E9-5C22CAF49598,00:00.0
53485,47746,4356-47ED-8B,11,865,2,36.83,0.02,397.0274,23F99D86-0B35-40CF-9E50-DF9DA2D1B46C,00:00.0
53485,47747,4356-47ED-8B,10,883,1,32.394,0,323.94,EF462734-0C6D-483D-84B1-5CA4177FE5DC,00:00.0
53485,47748,4356-47ED-8B,13,884,2,31.3142,0.02,398.942908,09492173-3291-419D-9E87-FE76B35A739B,00:00.0
53485,47749,4356-47ED-8B,4,948,1,63.9,0,255.6,A5470F0B-B380-4F5D-9E1A-E795F78CE307,00:00.0
53485,47750,4356-47ED-8B,1,954,14,953.628,0.2,762.9024,CFEFF841-8948-4563-80F2-2AFE5B2F8896,00:00.0
53485,47751,4356-47ED-8B,3,947,1,54.942,0,164.826,450EA3E0-4ABA-40C3-B111-6D9888D722AD,00:00.0
53485,47752,4356-47ED-8B,3,716,1,29.994,0,89.982,74AC2226-D1C3-4B97-9071-A1FF0C2C88F2,00:00.0
53485,47753,4356-47ED-8B,8,881,1,32.394,0,259.152,C67E3CCC-E385-4073-A61F-0C44F46E6B50,00:00.0
53485,47754,4356-47ED-8B,2,964,13,334.0575,0.15,567.89775,AD699357-6C16-4AED-BF59-A8F9FE7459DB,00:00.0
53485,47755,4356-47ED-8B,3,967,1,1430.442,0,4291.326,0DCBBC15-2DA2-4593-B7D1-E3F65AADC586,00:00.0
53485,47756,4356-47ED-8B,4,949,1,105.294,0,421.176,73A41664-CA77-4CBF-BCE4-1693A804B639,00:00.0
53485,47757,4356-47ED-8B,1,962,13,334.0575,0.15,283.948875,EA88F6F2-FE97-4BBC-AE00-20CEDF4311E0,00:00.0
53485,47758,4356-47ED-8B,1,885,1,602.346,0,602.346,BD599044-2350-417B-95CF-9C5517FDA040,00:00.0
53485,47759,4356-47ED-8B,6,870,1,2.994,0,17.964,A248D14C-EC2B-4E98-A7F5-A4D0C6909F14,00:00.0
53485,47760,4356-47ED-8B,4,968,1,1430.442,0,5721.768,E04BFBAC-625B-4F55-A59B-DA115FCF6789,00:00.0
53485,47761,4356-47ED-8B,10,858,1,14.694,0,146.94,3A111AF0-20F8-4A05-8B9B-0D8579E38C79,00:00.0
53485,47762,4356-47ED-8B,2,996,1,72.894,0,145.788,2CE11C83-1ABC-4FC0-9589-D984AF067F95,00:00.0
53485,47763,4356-47ED-8B,16,712,3,4.9445,0.05,75.1564,814D1E5A-FA63-47CB-BB78-DD5BC662F6ED,00:00.0
53485,47764,4356-47ED-8B,5,957,14,953.628,0.2,3814.512,C9019A74-05ED-4014-B558-380BC960B296,00:00.0
53485,47765,4356-47ED-8B,6,945,1,54.894,0,329.364,B3BA22EF-7762-44E1-B022-A2F04F658D75,00:00.0
53485,47766,4356-47ED-8B,4,907,1,63.9,0,255.6,52B328E6-355D-4D15-9F4D-1B9EDC820572,00:00.0
53485,47767,4356-47ED-8B,3,963,13,334.0575,0.15,851.846625,829AF38E-219F-4F63-8718-1547C383CFE2,00:00.0
